pkg1,pkg2,n
packHV,RSA,1
packHV,solaR,1
packHV,synthpop,1
packHV,tableplot,1
packHV,TEQR,1
packHV,testthat,1
packHV,timeROC,1
packHV,trajectories,1
packHV,validate,1
packHV,VLF,1
packrat,params,1
packrat,pushoverr,1
packrat,qdap,1
packrat,qtl,1
packrat,rbundler,1
packrat,rfoaas,1
packrat,R.utils,1
packrat,shinyjs,1
packrat,TaoTeProgramming,1
paf,rela,1
PairedData,rbamtools,1
PairedData,RcmdrPlugin.EACSPIR,1
PairedData,SciencesPo,1
PairedData,yhat,1
pairwise,sets,1
pairwise,sgeostat,1
palaeoSig,pez,1
palaeoSig,rfishbase,1
palaeoSig,Rgbp,1
paleoMAS,plotrix,1
paleoTS,psytabs,1
paleoTS,RobAStBase,1
paleoTS,ROptEstOld,1
paleoTS,tipom,1
palr,spatstat,1
pan,webchem,1
pander,refset,1
pander,Rpdb,1
pander,R.utils,1
pander,shiny,1
pander,SpaDES,1
PanelCount,stats,1
Paneldata,searchable,1
Paneldata,stringr,1
PANICr,ROptEstOld,1
PANICr,SEAsic,1
PANICr,spatstat,1
papeR,taRifx,1
parallelize.dynamic,svUnit,1
ParamHelpers,pkgmaker,1
ParamHelpers,quantmod,1
ParamHelpers,quantspec,1
ParamHelpers,raster,1
ParamHelpers,simFrame,1
ParamHelpers,ttutils,1
paramlink,partDSA,1
paramlink,phyloclim,1
paramlink,phyloland,1
paramlink,phytools,1
paramlink,polySegratioMM,1
paramlink,potts,1
paramlink,quanteda,1
paramlink,raster,1
paramlink,relSim,1
paramlink,rHpcc,1
paramlink,R.oo,1
paramlink,Rwinsteps,1
paramlink,SciencesPo,1
paramlink,secr,1
paramlink,seedy,1
paramlink,SensusR,1
paramlink,sets,1
paramlink,shiny,1
paramlink,simcausal,1
paramlink,sjmisc,1
paramlink,SNPassoc,1
paramlink,userfriendlyscience,1
paramlink,vegdata,1
paramlink,x.ent,1
paramlink,yuima,1
parcor,plsdof,1
ParetoPosStable,RVAideMemoire,1
ParetoPosStable,sciplot,1
ParetoPosStable,sjmisc,1
parfm,pheno,1
parfm,qtlDesign,1
parmigene,rgr,1
parsec,PBImisc,1
parsec,Perc,1
parsec,psych,1
parsec,sitar,1
parsec,sparseHessianFD,1
parsec,UpSetR,1
parsec,wle,1
partDSA,rHpcc,1
partDSA,Rwinsteps,1
partDSA,SciencesPo,1
partDSA,SensusR,1
partDSA,sjmisc,1
partDSA,sybil,1
partDSA,userfriendlyscience,1
partDSA,x.ent,1
partitions,pracma,1
partitions,qdapRegex,1
partitions,refund,1
partitions,Rpdb,1
partitions,sand,1
partitions,survival,1
partitions,sybil,1
partitions,ThreeWay,1
partools,pdfCluster,1
partools,sads,1
party,pla,1
party,pryr,1
party,rminer,1
party,TIMP,1
party,tsbugs,1
partykit,TiddlyWikiR,1
parviol,phonTools,1
parviol,plsdof,1
parviol,plspm,1
parviol,psd,1
parviol,recommenderlab,1
parviol,rgp,1
parviol,ripa,1
parviol,SciencesPo,1
parviol,som,1
parviol,sparseLDA,1
parviol,SpatialEpi,1
parviol,SVMMaj,1
parviol,swfscMisc,1
parviol,tawny,1
parviol,tuneR,1
pastecs,RcppBDT,1
pastecs,rdrobust,1
pastecs,rje,1
pastecs,rpartitions,1
pastecs,seeg,1
pastecs,SEERaBomb,1
pastecs,sfsmisc,1
pastecs,synchrony,1
PASWR,PBImisc,1
PASWR,rPlant,1
PASWR2,phonTools,1
PASWR2,Rmisc,1
PASWR2,SciencesPo,1
PASWR2,simFrame,1
patchDVI,patchSynctex,1
pathdiagram,R.utils,1
pathdiagram,simFrame,1
pathdiagram,simsem,1
pathdiagram,someMTP,1
pathdiagram,VLMC,1
pathdiagram,WaveletComp,1
pathdiagram,wavethresh,1
pauwels2014,spatial.gev.bma,1
pawacc,webvis,1
PAWL,prospectr,1
PAWL,quantspec,1
PAWL,RecordLinkage,1
PAWL,Rtwalk,1
PAWL,sm,1
pbatR,solarius,1
PBImisc,pedigreemm,1
PBImisc,psych,1
PBImisc,robustbase,1
PBImisc,sitar,1
PBImisc,survival,1
PBImisc,UsingR,1
pbkrtest,retistruct,1
pbs,sads,1
PBSmapping,qtl,1
PBSmapping,rockchalk,1
PBSmapping,SOD,1
PBSmodelling,peacots,1
PBSmodelling,plumbr,1
PBSmodelling,QTLRel,1
PBSmodelling,rAmCharts,1
PBSmodelling,RNeo4j,1
PBSmodelling,sadists,1
PBSmodelling,SciencesPo,1
PBSmodelling,shiny,1
PBSmodelling,shinyjs,1
PBSmodelling,simone,1
PBSmodelling,sm,1
PBSmodelling,SoDA,1
PBSmodelling,TMB,1
PBSmodelling,zooimage,1
pcadapt,PerformanceAnalytics,1
pcadapt,propagate,1
pcadapt,psych,1
pcadapt,randomForest,1
pcadapt,rapport,1
pcadapt,rapportools,1
pcadapt,ROptEstOld,1
pcadapt,RRF,1
pcadapt,saemix,1
pcadapt,schoRsch,1
pcadapt,SciencesPo,1
pcadapt,seasonal,1
pcadapt,semTools,1
pcadapt,Sim.DiffProc,1
pcadapt,snpRF,1
pcadapt,stremo,1
pcadapt,timeDate,1
pcadapt,timereg,1
pcadapt,timeSeries,1
pcadapt,Traitspace,1
pcadapt,TSA,1
pcaPP,rmaf,1
pcg,SPECIES,1
pcIRT,spaMM,1
pdfCluster,PivotalR,1
pdfCluster,sads,1
pdfCluster,SNPmaxsel,1
pdist,pracma,1
pdist,PST,1
pdist,rugarch,1
pdmod,svapls,1
pdmod,TIMP,1
pdR,plsdof,1
pdR,psych,1
pdR,ramify,1
pdR,Rgbp,1
pdR,simsem,1
pdR,ThreeWay,1
pdR,ztable,1
peacots,sadists,1
peacots,shiny,1
peacots,shinyjs,1
peacots,SoDA,1
peacots,TMB,1
pec,PHeval,1
pec,pls,1
pec,QTLRel,1
pec,SMIR,1
pec,TExPosition,1
pec,varComp,1
pec,verification,1
PedCNV,PEIP,1
PedCNV,psych,1
PedCNV,saemix,1
PedCNV,sjmisc,1
PedCNV,sporm,1
PedCNV,ThreeWay,1
PedCNV,untb,1
pedigree,QTLRel,1
pedigree,SNPmaxsel,1
pedigreemm,robustbase,1
pedometrics,sgeostat,1
pedometrics,simFrame,1
pedometrics,spcosa,1
pegas,QZ,1
pegas,SNPassoc,1
pegas,SyNet,1
pegas,vegetarian,1
PEIP,pracma,1
PEIP,psych,1
PEIP,RcmdrPlugin.EZR,1
PEIP,robeth,1
PEIP,saemix,1
PEIP,sjmisc,1
PEIP,spatialnbda,1
PEIP,sporm,1
PEIP,stepR,1
PEIP,surveillance,1
PEIP,texmex,1
PEIP,ThreeWay,1
PEIP,untb,1
penalized,proxy,1
penalized,sesem,1
penalized,sglasso,1
penalizedSVM,SparseTSCGM,1
penMSM,SpatPCA,1
peperr,sprinter,1
peplib,planar,1
peplib,proxy,1
peplib,RcmdrPlugin.KMggplot2,1
peplib,seqinr,1
peplib,seqRFLP,1
peplib,strataG,1
peplib,stylo,1
peplib,TLBC,1
peplib,TRAMPR,1
peplib,ycinterextra,1
peptider,phangorn,1
peptider,purrr,1
peptider,QCA3,1
peptider,qdap,1
peptider,qpcR,1
peptider,Rgbp,1
peptider,searchable,1
peptider,seem,1
peptider,sna,1
peptider,strataG,1
peptider,swfscMisc,1
peptider,tcR,1
peptider,urltools,1
peptider,usl,1
peptider,vegan,1
PerFit,RobAStBase,1
PerFit,ROI,1
PerFit,saemix,1
PerformanceAnalytics,PresenceAbsence,1
PerformanceAnalytics,quantileDA,1
PerformanceAnalytics,s20x,1
PerformanceAnalytics,SDMTools,1
PerformanceAnalytics,semTools,1
PerformanceAnalytics,vcd,1
PerformanceAnalytics,wordcloud,1
performanceEstimation,secr,1
perm,permute,1
PerMallows,plgp,1
PerMallows,raster,1
PerMallows,robeth,1
PerMallows,rsnps,1
PerMallows,SDMTools,1
PerMallows,seqinr,1
PerMallows,SpatialExtremes,1
PerMallows,sphet,1
PerMallows,swfscMisc,1
PerMallows,timeordered,1
PerMallows,TLBC,1
PerMallows,widals,1
permute,plm,1
permute,PottsUtils,1
permute,readMLData,1
permute,R.oo,1
permute,rqPen,1
permute,rTableICC,1
permute,sdcMicro,1
permute,semisupKernelPCA,1
permute,seqinr,1
permute,seriation,1
permute,Traitspace,1
permute,ttutils,1
perry,scorer,1
perry,StatMeasures,1
persiandictionary,psych,1
perturb,raster,1
perturb,STEPCAM,1
PET,phonTools,1
PET,PopGenome,1
PET,QuantPsyc,1
PET,raster,1
PET,Rpdb,1
PET,RSelenium,1
PET,rstackdeque,1
PET,secr,1
PET,softImpute,1
PET,spam,1
PET,SparseM,1
PET,spatstat,1
PET,surveillance,1
PET,tensorA,1
PET,TIMP,1
PET,VennDiagram,1
pez,pmc,1
pez,REEMtree,1
pez,rfishbase,1
pez,R.utils,1
pez,StatDA,1
pez,TaoTeProgramming,1
pez,tree,1
pgam,RSEIS,1
pgam,SemiPar,1
pgam,spatstat,1
pgam,ssym,1
pgam,TSA,1
pgam,tuneR,1
pgam,vacem,1
pgam,xoi,1
pgam,Zelig,1
phangorn,pracma,1
phangorn,qdap,1
phangorn,qlcMatrix,1
phangorn,qpcR,1
phangorn,rebmix,1
phangorn,Rmisc,1
phangorn,seem,1
phangorn,sme,1
phangorn,spatstat,1
phangorn,strataG,1
phangorn,survey,1
phangorn,swfscMisc,1
phangorn,tcR,1
phangorn,transport,1
phaseR,pomp,1
phaseR,primer,1
phaseR,psych,1
phaseR,quadrupen,1
phaseR,rcppbugs,1
phaseR,seem,1
phaseR,TeachNet,1
phaseR,vacem,1
phaseR,vars,1
phaseR,verification,1
phcfM,pracma,1
phcfM,psych,1
phcfM,rgr,1
phcfM,rje,1
phcfM,rpf,1
phcfM,sbgcop,1
phcfM,season,1
phcfM,secr,1
phcfM,SpatialExtremes,1
phcfM,VaRES,1
phcfM,VGAM,1
phenex,SciencesPo,1
phenex,tfer,1
pheno,qtlDesign,1
pheno,spaMM,1
pheno2geno,RSPS,1
PHeval,pls,1
PHeval,scoring,1
PHeval,SMIR,1
PHeval,TExPosition,1
phonTools,plgp,1
phonTools,plsdof,1
phonTools,plspm,1
phonTools,popbio,1
phonTools,PopED,1
phonTools,prospectr,1
phonTools,ramify,1
phonTools,rdetools,1
phonTools,recommenderlab,1
phonTools,RecordLinkage,1
phonTools,resample,1
phonTools,rgp,1
phonTools,ripa,1
phonTools,Rmisc,1
phonTools,rstackdeque,1
phonTools,R.utils,1
phonTools,rwirelesscom,1
phonTools,scidb,1
phonTools,season,1
phonTools,signal,1
phonTools,smcUtils,1
phonTools,som,1
phonTools,sparseLDA,1
phonTools,SpatialEpi,1
phonTools,spcadjust,1
phonTools,SVMMaj,1
phonTools,swfscMisc,1
phonTools,swirl,1
phonTools,symbols,1
phonTools,synlik,1
phonTools,tawny,1
phonTools,tourr,1
phonTools,VennDiagram,1
phonTools,VGAM,1
phonTools,vowels,1
phonTools,xgboost,1
PhyActBedRest,R.utils,1
PhyActBedRest,utils,1
phyclust,phylotools,1
phyclust,secr,1
phyclust,seqinr,1
phyclust,seqRFLP,1
phyclust,TraMineR,1
phyext2,phytools,1
phyext2,portfolio,1
phyext2,qdap,1
phyext2,reldist,1
phyext2,sjmisc,1
phyext2,Xmisc,1
phylin,TRSbook,1
phylobase,phyloclim,1
phylobase,seedy,1
phylobase,siplab,1
phylobase,spatgraphs,1
phylobase,spatstat,1
phylobase,taxize,1
phylobase,tigerstats,1
phyloclim,spaa,1
phyloland,seedy,1
phyloland,taxize,1
phyloland,TiddlyWikiR,1
phylotools,RandVar,1
phylotools,reldist,1
phylotools,R.oo,1
phylotools,rphast,1
phylotools,spgs,1
phylotools,StatMeasures,1
phylotools,StMoMo,1
phylotools,tcR,1
phylotools,ThreeWay,1
phyloTop,trajectories,1
phyreg,pracma,1
phytools,randomizeR,1
phytools,schwartz97,1
picante,scuba,1
picante,simba,1
pitchRx,RefManageR,1
pitchRx,rio,1
pitchRx,soc.ca,1
PivotalR,plyr,1
PivotalR,randomUniformForest,1
PivotalR,reports,1
PivotalR,reutils,1
PivotalR,Rlab,1
PivotalR,rowr,1
PivotalR,scidb,1
PivotalR,seasonal,1
PivotalR,seqinr,1
PivotalR,SNPmaxsel,1
PivotalR,untb,1
PivotalR,VizOR,1
PK,precintcon,1
PK,PresenceAbsence,1
PK,qwraps2,1
PK,regexr,1
PK,RMediation,1
PK,SciencesPo,1
PK,SDMTools,1
PK,spatstat,1
PK,spdep,1
PK,StatMeasures,1
PK,stepp,1
PK,surveillance,1
PK,survMisc,1
PK,svUnit,1
PK,TSMining,1
pkgmaker,RcmdrPlugin.survival,1
pkgmaker,reader,1
pkgmaker,RecordLinkage,1
pkgmaker,R.utils,1
pkgmaker,ttutils,1
pks,pracma,1
pla,rminer,1
pla,StMoMo,1
pla,TIMP,1
pla,wmlf,1
planar,sideChannelAttack,1
planar,stats,1
planar,stylo,1
planar,TLBC,1
planar,TRAMPR,1
planor,qdapRegex,1
planor,scidb,1
planor,simsem,1
plaqr,wavethresh,1
PlayerRatings,RAdwords,1
PlayerRatings,rminer,1
plfm,rmngb,1
plgp,popbio,1
plgp,ProfessR,1
plgp,prospectr,1
plgp,RecordLinkage,1
plgp,reldist,1
plgp,resample,1
plgp,R.utils,1
plgp,sanon,1
plgp,SDMTools,1
plgp,signal,1
plgp,smcUtils,1
plgp,SpatialExtremes,1
plgp,spcadjust,1
plgp,sphet,1
plgp,swfscMisc,1
plgp,TaoTeProgramming,1
plgp,tcR,1
plgp,TLBC,1
plgp,VLMC,1
plgp,widals,1
plm,rPref,1
plm,scidb,1
plm,taRifx,1
plm,tis,1
plot3D,SpherWave,1
plotmo,urca,1
plotrix,plspm,1
plotrix,prettyR,1
plotrix,psych,1
plotrix,r4ss,1
plotrix,rgl,1
plotrix,scales,1
plotrix,sdmvspecies,1
plotrix,sensR,1
plotrix,spatstat,1
plotrix,tourr,1
plotrix,tsbridge,1
pls,plsdof,1
pls,PropScrRand,1
pls,quadrupen,1
pls,refund,1
pls,rioja,1
pls,SMIR,1
pls,TExPosition,1
pls,texreg,1
plsdof,plspm,1
plsdof,PropScrRand,1
plsdof,psd,1
plsdof,psych,1
plsdof,ramify,1
plsdof,RcppDL,1
plsdof,recommenderlab,1
plsdof,Rgbp,1
plsdof,rgp,1
plsdof,ripa,1
plsdof,SciencesPo,1
plsdof,som,1
plsdof,sparseLDA,1
plsdof,SpatialEpi,1
plsdof,SVMMaj,1
plsdof,swfscMisc,1
plsdof,symbols,1
plsdof,tawny,1
plsdof,ThreeWay,1
plsdof,tuneR,1
plsdof,ztable,1
plsgenomics,reglogit,1
plsgenomics,R.rsp,1
plsgenomics,spaMM,1
plsgenomics,xergm.common,1
plspm,psd,1
plspm,psychometric,1
plspm,rebus,1
plspm,recommenderlab,1
plspm,rgp,1
plspm,ripa,1
plspm,robeth,1
plspm,SciencesPo,1
plspm,sdmvspecies,1
plspm,seacarb,1
plspm,sensR,1
plspm,seqinr,1
plspm,seriation,1
plspm,som,1
plspm,sparseLDA,1
plspm,SpatialEpi,1
plspm,spatstat,1
plspm,stream,1
plspm,SVMMaj,1
plspm,swfscMisc,1
plspm,symbols,1
plspm,tawny,1
plspm,tourr,1
plspm,tsbridge,1
plspm,tuneR,1
plspm,Zelig,1
plsRglm,sjmisc,1
plumbr,proxy,1
plumbr,SciencesPo,1
plumbr,sm,1
plus,varComp,1
plyr,qmrparser,1
plyr,RConics,1
plyr,reshape,1
plyr,Rlab,1
plyr,rockchalk,1
plyr,rowr,1
plyr,rstackdeque,1
plyr,scidb,1
plyr,secr,1
plyr,seqinr,1
plyr,settings,1
plyr,statar,1
plyr,TEQR,1
plyr,Tmisc,1
plyr,untb,1
plyr,varComp,1
plyr,vcdExtra,1
plyr,Zelig,1
pmc,REEMtree,1
pmc,StatDA,1
pmc,TaoTeProgramming,1
pmc,tree,1
pmcgd,PopGenome,1
pmcgd,rebus,1
pmcgd,tipom,1
pmr,taxize,1
pnf,primes,1
pnf,QCA,1
pnf,RcmdrPlugin.KMggplot2,1
pnf,rminer,1
pnf,sfsmisc,1
pnn,pROC,1
pnn,sgPLS,1
pnn,stats,1
pogit,rhosp,1
PogromcyDanych,psych,1
PogromcyDanych,SciencesPo,1
PogromcyDanych,tigerstats,1
PogromcyDanych,UsingR,1
PoiClaClu,sparcl,1
PoisNonNor,PoisNor,1
poistweedie,psych,1
poistweedie,stats,1
polycor,psych,1
polynom,pracma,1
PolynomF,pracma,1
PolynomF,spatstat,1
polysat,simboot,1
polySegratioMM,yuima,1
pomp,Rwave,1
pomp,SciencesPo,1
pomp,spam,1
pomp,spectralGP,1
pomp,tfer,1
pomp,tourr,1
pooh,softclassval,1
popbio,PresenceAbsence,1
popbio,prospectr,1
popbio,R0,1
popbio,raster,1
popbio,RecordLinkage,1
popbio,resample,1
popbio,robumeta,1
popbio,R.utils,1
popbio,SDMTools,1
popbio,sdprisk,1
popbio,signal,1
popbio,smcUtils,1
popbio,spcadjust,1
popbio,SVMMatch,1
popdemo,quanteda,1
popdemo,scidb,1
popdemo,seem,1
popdemo,shapes,1
popdemo,softclassval,1
popdemo,tgp,1
popdemo,VoxR,1
PopED,QTLRel,1
PopED,radir,1
PopED,rAverage,1
PopED,rbamtools,1
PopED,relevent,1
PopED,rEMM,1
PopED,rfordummies,1
PopED,tcltk2,1
PopED,tvm,1
popgen,quantregGrowth,1
popgen,twang,1
PopGenKit,qtl,1
PopGenKit,quanteda,1
PopGenKit,rio,1
PopGenKit,tis,1
PopGenKit,wavethresh,1
PopGenome,rebus,1
PopGenome,session,1
PopGenome,surveillance,1
PopGenome,TIMP,1
PopGenome,tipom,1
poplite,raster,1
poplite,scidb,1
poplite,shapes,1
poplite,signal,1
poplite,stats,1
poplite,timeSeries,1
poplite,tis,1
poplite,untb,1
popsom,poweRlaw,1
popsom,resample,1
popsom,RVAideMemoire,1
popsom,SciencesPo,1
popsom,SDMTools,1
popsom,StatMeasures,1
popsom,StMoMo,1
popsom,vegetarian,1
popsom,Zelig,1
portfolio,propagate,1
portfolio,PSAboot,1
portfolio,qdap,1
portfolio,quanteda,1
portfolio,RobAStBase,1
portfolio,ROCR,1
portfolio,sjmisc,1
portfolio,SVMMatch,1
portfolio,TTR,1
portfolio,uplift,1
PortfolioAnalytics,RobAStBase,1
PortfolioAnalytics,ROptEstOld,1
PortfolioAnalytics,rotations,1
PortfolioAnalytics,spaa,1
PortfolioAnalytics,sSDR,1
PortfolioAnalytics,tourr,1
PortfolioAnalytics,tripack,1
PortfolioAnalytics,vegetarian,1
portfolioSim,simFrame,1
potts,sets,1
potts,shiny,1
PottsUtils,remote,1
PoweR,rAmCharts,1
PoweR,rebus,1
PoweR,SCVA,1
powerAnalysis,proteomicdesign,1
powerAnalysis,rpsychi,1
poweRlaw,resample,1
poweRlaw,RVAideMemoire,1
poweRlaw,SciencesPo,1
poweRlaw,StMoMo,1
poweRlaw,vegetarian,1
poweRlaw,Zelig,1
ppcor,rags2ridges,1
ppcor,spartan,1
ppls,rms,1
PPtree,PPtreeViz,1
prabclus,smacpod,1
prabclus,synchrony,1
prabclus,Tmisc,1
pracma,prettyGraphs,1
pracma,prettyR,1
pracma,prospectr,1
pracma,provenance,1
pracma,pryr,1
pracma,PST,1
pracma,qdm,1
pracma,qrnn,1
pracma,QTLRel,1
pracma,rbamtools,1
pracma,RcmdrPlugin.epack,1
pracma,RConics,1
pracma,R.devices,1
pracma,rebus,1
pracma,RecordLinkage,1
pracma,relevent,1
pracma,rEMM,1
pracma,remote,1
pracma,reporttools,1
pracma,rfoaas,1
pracma,rfordummies,1
pracma,rgp,1
pracma,rgr,1
pracma,rioja,1
pracma,rknn,1
pracma,RNeo4j,1
pracma,robeth,1
pracma,Rpdb,1
pracma,rpf,1
pracma,RPMG,1
pracma,rrcov,1
pracma,RTOMO,1
pracma,rugarch,1
pracma,RVAideMemoire,1
pracma,rwirelesscom,1
pracma,ryouready,1
pracma,scidb,1
pracma,SciencesPo,1
pracma,scuba,1
pracma,seacarb,1
pracma,searchable,1
pracma,sfsmisc,1
pracma,sGPCA,1
pracma,sievetest,1
pracma,simecol,1
pracma,sn,1
pracma,sna,1
pracma,softclassval,1
pracma,soilprofile,1
pracma,splitstackshape,1
pracma,splus2R,1
pracma,spTDyn,1
pracma,spTimer,1
pracma,stackoverflow,1
pracma,StatDA,1
pracma,StatMethRank,1
pracma,staTools,1
pracma,survey,1
pracma,survival,1
pracma,synchrony,1
pracma,TauP.R,1
pracma,tcltk2,1
pracma,tis,1
pracma,TMB,1
pracma,tsDyn,1
pracma,tsfa,1
pracma,tvm,1
pracma,unmarked,1
pracma,vars,1
pracma,vegan,1
pracma,xpose4,1
pracma,Zelig,1
precintcon,pROC,1
precintcon,profdpm,1
precintcon,quickpsy,1
precintcon,RMediation,1
precintcon,SciencesPo,1
precintcon,SPEI,1
precintcon,spi,1
precintcon,statar,1
precintcon,survMisc,1
PredictABEL,RSNNS,1
PredictABEL,synRNASeqNet,1
PredictABEL,TunePareto,1
predictmeans,seasonal,1
predmixcor,ROptEstOld,1
predmixcor,ROptRegTS,1
predmixcor,scidb,1
predmixcor,SCORER2,1
predmixcor,untb,1
prefmod,tigerstats,1
PReMiuM,randomUniformForest,1
PReMiuM,rje,1
PReMiuM,Rmixmod,1
prepdat,RTextTools,1
PresenceAbsence,pROC,1
PresenceAbsence,qwraps2,1
PresenceAbsence,robumeta,1
PresenceAbsence,scrime,1
PresenceAbsence,sdprisk,1
PresenceAbsence,sensitivity,1
PresenceAbsence,spatstat,1
PresenceAbsence,StatMeasures,1
PresenceAbsence,SVMMatch,1
PresenceAbsence,vcd,1
prettyGraphs,StatMethRank,1
prettyR,raster,1
prettyR,retimes,1
prettyR,sdcMicro,1
prettyR,semTools,1
prettyR,stackoverflow,1
prettyR,summarytools,1
prettyR,synchronicity,1
prettyR,testthat,1
prettyR,TIMP,1
prettyR,userfriendlyscience,1
prevalence,proxy,1
PrevMap,RJaCGH,1
primer,PVAClone,1
PRIMsrc,soilprofile,1
prinsimp,wavethresh,1
prLogistic,SciencesPo,1
prob,psych,1
prob,relSim,1
prob,RTDE,1
prob,saeSim,1
prob,seem,1
prob,SHELF,1
prob,simba,1
prob,simcausal,1
prob,simsem,1
prob,spMC,1
pROC,rapportools,1
pROC,RMediation,1
pROC,SDMTools,1
pROC,StatMeasures,1
pROC,verification,1
ProDenICA,svmpath,1
prodlim,QCAGUI,1
prodlim,RcmdrMisc,1
prodlim,resample,1
prodlim,SciencesPo,1
prodlim,smacof,1
prodlim,sna,1
prodlim,SPECIES,1
profileR,psychotools,1
profileR,Rgbp,1
profilr,stats,1
profilr,stats4,1
profilr,unmarked,1
ProNet,rEMM,1
ProNet,sampling,1
ProNet,Simpsons,1
ProNet,survival,1
ProNet,switchr,1
ProNet,twitteR,1
propagate,qpcR,1
propagate,quantileDA,1
propagate,s20x,1
propagate,semTools,1
propagate,sets,1
propagate,soc.ca,1
propagate,stremo,1
propagate,timetools,1
propagate,ttutils,1
prospectr,raster,1
prospectr,RecordLinkage,1
prospectr,resample,1
prospectr,RSEIS,1
prospectr,R.utils,1
prospectr,signal,1
prospectr,sm,1
prospectr,smcUtils,1
prospectr,spcadjust,1
proteomicdesign,rpsychi,1
proteomicdesign,stats,1
proteomics,survsim,1
protoclass,SpatialTools,1
protViz,rms,1
protViz,SEAsic,1
provenance,TSclust,1
provenance,vegan,1
proxy,quanteda,1
proxy,raster,1
proxy,RcmdrPlugin.KMggplot2,1
proxy,scidb,1
proxy,smint,1
proxy,softImpute,1
proxy,spam,1
proxy,SparseM,1
proxy,stats,1
proxy,timeSeries,1
PRROC,randomUniformForest,1
PRROC,ROSE,1
pryr,qmrparser,1
pryr,raster,1
pryr,RcmdrPlugin.NMBU,1
pryr,regexr,1
pryr,rotl,1
pryr,RUnit,1
pryr,seasonal,1
pryr,spatialCovariance,1
pryr,staTools,1
pryr,TeachingDemos,1
pryr,tm,1
pryr,W3CMarkupValidator,1
PSAboot,soc.ca,1
PSAboot,SVMMatch,1
PSAboot,VIM,1
pscl,skda,1
psd,rgp,1
psd,ripa,1
psd,RVAideMemoire,1
psd,scuba,1
psd,som,1
psd,SpatialEpi,1
psd,SVMMaj,1
psd,swfscMisc,1
psd,symbols,1
psd,tawny,1
psd,TSA,1
pse,raster,1
pse,RVAideMemoire,1
pse,SciencesPo,1
pse,sisus,1
pse,sjmisc,1
pse,SpatialExtremes,1
pse,survey,1
pse,TukeyC,1
PST,rglobi,1
PST,rphast,1
PST,rugarch,1
PST,seqinr,1
PST,simsem,1
PST,WikipediR,1
psy,psych,1
psy,sjmisc,1
psych,psychometric,1
psych,PwrGSD,1
psych,qdapTools,1
psych,questionr,1
psych,ramify,1
psych,randomForest,1
psych,RCALI,1
psych,RConics,1
psych,rcppbugs,1
psych,rebus,1
psych,relSim,1
psych,retimes,1
psych,Rgbp,1
psych,rgr,1
psych,rje,1
psych,robeth,1
psych,robustbase,1
psych,rpf,1
psych,RRF,1
psych,rstan,1
psych,saemix,1
psych,saeSim,1
psych,samplesize4surveys,1
psych,schoRsch,1
psych,sdmvspecies,1
psych,sdwd,1
psych,season,1
psych,seasonal,1
psych,secr,1
psych,semTools,1
psych,sensR,1
psych,shapeR,1
psych,signal,1
psych,simba,1
psych,simcausal,1
psych,simecol,1
psych,simsem,1
psych,SIN,1
psych,sitar,1
psych,sjmisc,1
psych,snpRF,1
psych,SpatialExtremes,1
psych,SpatialVx,1
psych,spMC,1
psych,sporm,1
psych,swfscMisc,1
psych,synchronicity,1
psych,TeachNet,1
psych,testthat,1
psych,tigerstats,1
psych,timeSeries,1
psych,TIMP,1
psych,tourr,1
psych,tpe,1
psych,TR8,1
psych,tsbridge,1
psych,tsfa,1
psych,untb,1
psych,vacem,1
psych,varComp,1
psych,varian,1
psych,WRS2,1
psych,ztable,1
psychometric,rebus,1
psychometric,scales,1
psychometric,sensR,1
psychometric,Zelig,1
psychomix,psychotools,1
psychomix,quickpsy,1
psychomix,stabs,1
psychomix,SUE,1
psychomix,umx,1
psychomix,urltools,1
psychomix,Zelig,1
psychotools,statmod,1
psyphy,raster,1
psyphy,ripa,1
PtProcess,snow,1
pumilioR,R.filesets,1
pumilioR,R.rsp,1
purrr,QCA3,1
purrr,ramify,1
purrr,Rcell,1
purrr,R.rsp,1
purrr,rugarch,1
purrr,scales,1
purrr,searchable,1
purrr,secr,1
purrr,sjmisc,1
purrr,tframe,1
purrr,timetools,1
pvar,RWiener,1
pvar,Segmentor3IsBack,1
PwrGSD,qdapTools,1
PwrGSD,rstan,1
PwrGSD,TR8,1
QCA,RcmdrPlugin.KMggplot2,1
QCA,rminer,1
QCA,sfsmisc,1
QCA3,QCAtools,1
QCA3,Rgbp,1
QCAGUI,semTools,1
QCAGUI,shiny,1
QCAGUI,shinybootstrap2,1
QCAGUI,umx,1
QCAtools,rebus,1
QCAtools,softclassval,1
QCAtools,testthat,1
qcc,surveillance,1
qcr,ResistorArray,1
qdap,quanteda,1
qdap,questionr,1
qdap,reshape,1
qdap,rfishbase,1
qdap,RISmed,1
qdap,rotl,1
qdap,rPref,1
qdap,secr,1
qdap,seem,1
qdap,sjmisc,1
qdap,SOAR,1
qdap,strataG,1
qdap,swfscMisc,1
qdap,synthpop,1
qdap,taxize,1
qdap,tcR,1
qdap,timereg,1
qdap,tm,1
qdap,vcrpart,1
qdap,vegan,1
qdap,vegdata,1
qdap,VGAM,1
qdap,WaveletComp,1
qdap,wordnet,1
qdap,Xmisc,1
qdapRegex,queueing,1
qdapRegex,raster,1
qdapRegex,R.filesets,1
qdapRegex,rms,1
qdapRegex,R.utils,1
qdapRegex,SAVE,1
qdapRegex,scidb,1
qdapRegex,secrdesign,1
qdapRegex,shiny,1
qdapRegex,simsem,1
