fn,pkg1,pkg2
slice,CHNOSZ,neuroim
slice,CHNOSZ,optpart
slice,CHNOSZ,ordinal
slice,CHNOSZ,phonTools
slice,CHNOSZ,scidb
slice,CHNOSZ,synlik
slice,CHNOSZ,xgboost
slice,cmrutils,dendroextras
simData,mcemGLM,moveHMM
simData,mcemGLM,partialOR
simdata,MDM,mirt
simdata,MDM,mme
simdata,MDM,sortinghat
simdata,mirt,mme
simdata,mirt,sortinghat
simdata,mme,sortinghat
simData,moveHMM,partialOR
sim.data,penalizedSVM,SparseTSCGM
simdat,esaBcv,itsadug
simdat,esaBcv,spatstat
simdat,itsadug,spatstat
simdiff,diffIRT,ESGtoolkit
sim,goric,irtoys
sim,goric,itsmr
sim,goric,mclust
sim,goric,psych
sim,goric,relSim
sim,goric,saeSim
sim,goric,seem
sim,goric,simba
sim,goric,simcausal
sim,goric,simsem
sim,goric,spMC
sim.hmm,HiddenMarkov,hmm.discnp
simHMM,HMM,marked
similarity,agricolae,apcluster
similarity,agricolae,arulesSequences
similarity,agricolae,igraph
skewness,EnvStats,TSA
skewness,GLDEX,HyperbolicDist
skewness,GLDEX,modeest
skewness,GLDEX,moments
skewness,GLDEX,npde
skewness,GLDEX,PerformanceAnalytics
skewness,GLDEX,propagate
skewness,GLDEX,quantileDA
skewness,GLDEX,rapport
skewness,GLDEX,rapportools
skewness,GLDEX,ROptEstOld
skewness,GLDEX,s20x
skewness,GLDEX,saemix
skewness,GLDEX,SciencesPo
skewness,GLDEX,Sim.DiffProc
skewness,GLDEX,timeDate
skewness,GLDEX,TSA
skewness,HyperbolicDist,modeest
skewness,HyperbolicDist,moments
skewness,HyperbolicDist,npde
skewness,HyperbolicDist,PerformanceAnalytics
skewness,HyperbolicDist,propagate
skewness,HyperbolicDist,quantileDA
skewness,HyperbolicDist,rapport
skewness,HyperbolicDist,rapportools
skewness,HyperbolicDist,ROptEstOld
skewness,HyperbolicDist,s20x
skewness,HyperbolicDist,saemix
skewness,HyperbolicDist,SciencesPo
skewness,HyperbolicDist,Sim.DiffProc
sim,simecol,spMC
sim,simsem,spMC
sim,simsem,Zelig
sim,spMC,Zelig
sim.table,BCEA,vegetarian
simts,bfast,crqa
simul2,pogit,rhosp
simul,actuar,HDPenReg
simul,actuar,rhosp
simulate,bbmle,spectralGP
simulateData,bgmm,lavaan
simulate,depmixS4,spectralGP
simulate,DiceKriging,spectralGP
simulate,distrSim,spectralGP
simulate,dse,spectralGP
simulate,midasr,spectralGP
simulate,NetSim,spectralGP
simulate,ouch,spectralGP
simulate,pomp,spectralGP
simulate,rstpm2,spectralGP
simulateSampDist,DAAG,DAAGxtras
simulate,spectralGP,stats
simulate,spectralGP,synlik
simulate,spectralGP,unmarked
simulate,spectralGP,yuima
simulateVAR,ebdbNet,mlVAR
simulation,BinNor,gvcm.cat
simulation,BinNor,kknn
simulation,BinNor,MRSP
simulation,BinNor,sdef
space,EvCombR,moonBook
space,EvCombR,rebus
space,gplots,moonBook
space,gplots,neuroim
space,gplots,rebus
space,moonBook,neuroim
space,moonBook,rebus
space,neuroim,rebus
spa,matie,spa
spam,ElemStatLearn,spam
span,acs,htmltools
span,acs,shiny
span,acs,translateSPSS2R
span,acs,wasim
span,geosphere,htmltools
span,geosphere,shiny
span,geosphere,translateSPSS2R
span,geosphere,wasim
span,htmltools,MareyMap
span,htmltools,spanel
span,htmltools,translateSPSS2R
span,htmltools,wasim
span,MareyMap,shiny
span,MareyMap,translateSPSS2R
span,MareyMap,wasim
span,shiny,spanel
span,shiny,translateSPSS2R
span,shiny,wasim
span,spanel,translateSPSS2R
skewness,s20x,timeDate
skewness,s20x,TSA
skewness,saemix,SciencesPo
skewness,saemix,Sim.DiffProc
skewness,saemix,timeDate
skewness,saemix,TSA
skewness,SciencesPo,Sim.DiffProc
skewness,SciencesPo,timeDate
skewness,SciencesPo,TSA
skewness,Sim.DiffProc,TSA
skewness,timeDate,TSA
skew,nsRFA,prettyR
skew,nsRFA,psych
skew,nsRFA,retimes
skew,nsRFA,Rlab
skew,nsRFA,semTools
skew,nsRFA,TIMP
skew,prettyR,psych
skew,prettyR,retimes
skew,prettyR,Rlab
skew,prettyR,semTools
skew,prettyR,TIMP
skew,psych,retimes
skew,psych,Rlab
skew,psych,semTools
skew,psych,TIMP
skew,retimes,Rlab
skew,retimes,semTools
skew,retimes,TIMP
skew,Rlab,semTools
sim,prob,simba
sim,prob,simcausal
sim,prob,simsem
sim,prob,spMC
Simpson,BSDA,entropart
Simpson,BSDA,MCPAN
Simpson,BSDA,polysat
Simpson,BSDA,simboot
Simpson,entropart,MCPAN
Simpson,entropart,polysat
Simpson,entropart,simboot
simpson,fossil,predmixcor
simpson,fossil,untb
Simpson,MCPAN,polysat
Simpson,MCPAN,simboot
Simpson,polysat,simboot
simpson,predmixcor,untb
sim,psych,relSim
sim,psych,saeSim
sim,psych,seem
sim,psych,simba
sim,psych,simcausal
sim,psych,simecol
sim,psych,simsem
sim,psych,spMC
sim,psych,Zelig
sim.rasch,eRm,psych
sim,relSim,saeSim
sim,relSim,seem
sim,relSim,simba
slice,lambda.tools,neuroim
slice,lambda.tools,optpart
slice,lambda.tools,ordinal
slice,lambda.tools,phonTools
slice,lambda.tools,scidb
slice,lambda.tools,synlik
slice,lambda.tools,xgboost
slice,neuroim,optpart
slice,neuroim,phonTools
slice,neuroim,scidb
slice,neuroim,synlik
slice,optpart,ordinal
slice,optpart,phonTools
slice,optpart,scidb
slice,optpart,synlik
slice,optpart,xgboost
slice,ordinal,phonTools
slice,ordinal,scidb
slice,ordinal,synlik
slice,phonTools,scidb
slice,phonTools,synlik
slice,phonTools,xgboost
slice,scidb,synlik
slice,scidb,xgboost
slice,synlik,xgboost
slide,DataCombine,surveyeditor
slider,aplpack,manipulate
slider,aplpack,RcmdrPlugin.TeachingDemos
slider,aplpack,relax
slider,aplpack,TeachingDemos
size,arulesSequences,geoscale
size,arulesSequences,Kmisc
size,arulesSequences,optimbase
size,arulesSequences,PopED
size,arulesSequences,pracma
size,arulesSequences,ramify
size,deal,distr
size,deal,flip
size,deal,geoscale
size,deal,gWidgets
size,deal,gWidgets2
size,deal,gWidgetstcltk
size,deal,intervals
size,deal,kernlab
size,deal,Kmisc
size,deal,MareyMap
size,deal,matlab
size,deal,memuse
size,deal,optimbase
size,deal,PopED
size,deal,pracma
size,deal,ramify
size,deal,rbamtools
size,deal,rEMM
size,deal,tcltk2
size,distr,geoscale
size,distr,Kmisc
size,distr,optimbase
size,distr,PopED
size,distr,pracma
singleton,htmltools,sets
singleton,paramlink,potts
singleton,paramlink,sets
singleton,paramlink,shiny
singleton,potts,sets
singleton,potts,shiny
singleton,sets,shiny
sinh,base,RandomFields
sintegral,Bolstad,Bolstad2
sinusoid,phonTools,season
sir,BaM,igraph
sir,BaM,LearnBayes
sir,BaM,MCMCglmm
sir,BaM,popEpi
SIR,EpiDynamics,JADE
SIR,EpiDynamics,phaseR
SIR,EpiDynamics,primer
sir,igraph,LearnBayes
sir,igraph,MCMCglmm
sir,igraph,popEpi
SIR,JADE,phaseR
SIR,JADE,primer
sir,LearnBayes,MCMCglmm
sir,LearnBayes,popEpi
sir,MCMCglmm,popEpi
SIR,phaseR,primer
SIS,EpiDynamics,SIS
sister,ips,phyloclim
sites,nodiv,pez
sph2cart,HiveR,pracma
sphere,assist,hydroPSO
sphere,assist,tourr
sphere,hydroPSO,tourr
sp,hmm.discnp,lessR
sp,hmm.discnp,SMCP
sp,hmm.discnp,spTDyn
sp,hmm.discnp,spTimer
spider,anacor,psych
spider,anacor,WRS2
spider,psych,WRS2
spin3d,rgl,tkrgl
spine,nat,vcd
spi,precintcon,SPEI
spi,precintcon,spi
spi,SPEI,spi
sp,lessR,SMCP
sp,lessR,spTDyn
sp,lessR,spTimer
splice,comato,purrr
splice,comato,tframe
splice,purrr,tframe
SplineBasis,chemosensors,orthogonalsplinebasis
splinedot,KERE,kerndwd
splinedot,KERE,kernlab
splinedot,kerndwd,kernlab
splitbin,aod,aods3
splitBy,doBy,Jmisc
splitCH,marked,RMark
splitData,momr,RecordLinkage
sizes,analogsea,igraph
SJ,data.table,spacejam
SKAT,AssotesteR,SKAT
skatMeta,seqMeta,skatMeta
skatOMeta,seqMeta,skatMeta
skeleton,bnlearn,lcd
skeleton,bnlearn,pomp
skeleton,bnlearn,Rwave
skeleton,lcd,pomp
skeleton,lcd,Rwave
skeleton,pomp,Rwave
skew,asbio,fungible
skew,asbio,labstatR
skew,asbio,nsRFA
skew,asbio,prettyR
skew,asbio,psych
skew,asbio,retimes
skew,asbio,Rlab
skew,asbio,semTools
skew,asbio,TIMP
SKEW,DDHFm,discreteRV
Skew,DescTools,QuantPsyc
skew,fungible,labstatR
skew,fungible,nsRFA
skew,fungible,prettyR
skew,fungible,psych
skew,fungible,retimes
skew,fungible,Rlab
skew,fungible,semTools
skew,fungible,TIMP
size,gWidgets,PopED
size,gWidgets,pracma
size,gWidgets,ramify
size,gWidgetstcltk,Kmisc
size,gWidgetstcltk,optimbase
size,gWidgetstcltk,PopED
size,gWidgetstcltk,pracma
size,gWidgetstcltk,ramify
size,intervals,Kmisc
size,intervals,optimbase
size,intervals,PopED
size,intervals,pracma
size,intervals,ramify
size,kernlab,Kmisc
size,kernlab,optimbase
size,kernlab,PopED
size,kernlab,pracma
size,kernlab,ramify
size,Kmisc,MareyMap
size,Kmisc,matlab
size,Kmisc,memuse
size,Kmisc,optimbase
size,Kmisc,PopED
size,Kmisc,pracma
size,Kmisc,ramify
size,Kmisc,rbamtools
size,Kmisc,rEMM
size,Kmisc,tcltk2
size,MareyMap,optimbase
size,MareyMap,PopED
skewness,e1071,moments
skewness,e1071,npde
skewness,e1071,PerformanceAnalytics
skewness,e1071,propagate
skewness,e1071,quantileDA
skewness,e1071,rapport
skewness,e1071,rapportools
skewness,e1071,ROptEstOld
skewness,e1071,s20x
skewness,e1071,saemix
skewness,e1071,SciencesPo
skewness,e1071,Sim.DiffProc
skewness,e1071,timeDate
skewness,e1071,TSA
skewness,EnvStats,GLDEX
skewness,EnvStats,HyperbolicDist
skewness,EnvStats,modeest
skewness,EnvStats,moments
skewness,EnvStats,npde
skewness,EnvStats,PerformanceAnalytics
skewness,EnvStats,propagate
skewness,EnvStats,quantileDA
skewness,EnvStats,rapport
skewness,EnvStats,rapportools
skewness,EnvStats,ROptEstOld
skewness,EnvStats,s20x
skewness,EnvStats,saemix
skewness,EnvStats,SciencesPo
skewness,EnvStats,Sim.DiffProc
skewness,EnvStats,timeDate
spearman.test,Hmisc,pspearman
specClust,kknn,randomUniformForest
Spec,DescTools,ftsspec
species,CHNOSZ,gamlss.data
species,CHNOSZ,hoardeR
species,CHNOSZ,nodiv
species,CHNOSZ,palaeoSig
species,CHNOSZ,pez
species,CHNOSZ,rfishbase
species,gamlss.data,hoardeR
species,gamlss.data,nodiv
species,gamlss.data,palaeoSig
species,gamlss.data,pez
species,gamlss.data,rfishbase
species,hoardeR,nodiv
species,hoardeR,palaeoSig
species,hoardeR,pez
species,hoardeR,rfishbase
species,nodiv,palaeoSig
species,nodiv,pez
species,nodiv,rfishbase
species,palaeoSig,pez
species,palaeoSig,rfishbase
species,pez,rfishbase
specificity,AUC,caret
specificity,AUC,InformationValue
specificity,AUC,PresenceAbsence
specificity,AUC,SDMTools
specificity,caret,InformationValue
specificity,caret,PresenceAbsence
ssd,chemosensors,ssd
ssd,rpsychi,sae
ssd,rpsychi,ssd
ssd,sae,ssd
SS,dse,ThresholdROC
sse,abctools,mlr
sse,abctools,rgp
ss,elliptic,lessR
ss,elliptic,LogisticDx
ss,elliptic,multivator
sse,mlr,rgp
SSE,rebmix,unmarked
ss,lessR,LogisticDx
ss,lessR,multivator
ss,LogisticDx,multivator
ssq,hydroGOF,OpenRepGrid
ssq,hydroGOF,wavethresh
ssq,OpenRepGrid,wavethresh
SST,gamlss.dist,ineq
s,stm,VGAM
ssvd,s4vd,ssvd
stability,ClustOfVar,clValid
stability,ClustOfVar,dse
stability,ClustOfVar,hdi
stability,ClustOfVar,phaseR
stability,ClustOfVar,quadrupen
stability,ClustOfVar,vars
stability,clValid,dse
stability,clValid,hdi
stability,clValid,phaseR
skewness,Davies,DistributionUtils
skewness,Davies,e1071
skewness,Davies,EnvStats
skewness,Davies,GLDEX
skewness,Davies,HyperbolicDist
skewness,Davies,modeest
skewness,Davies,moments
skewness,Davies,npde
skewness,Davies,PerformanceAnalytics
skewness,Davies,propagate
skewness,Davies,quantileDA
skewness,Davies,rapport
skewness,Davies,rapportools
skewness,Davies,ROptEstOld
skewness,Davies,s20x
skewness,Davies,saemix
skewness,Davies,SciencesPo
skewness,Davies,Sim.DiffProc
skewness,Davies,timeDate
skewness,Davies,TSA
skewness.default,modeest,Sim.DiffProc
skewness,distrEx,DistributionUtils
skewness,distrEx,e1071
skewness,distrEx,EnvStats
skewness,distrEx,GLDEX
skewness,distrEx,HyperbolicDist
skewness,distrEx,moments
skewness,distrEx,npde
skewness,distrEx,PerformanceAnalytics
skewness,distrEx,propagate
skewness,quantileDA,rapportools
skewness,quantileDA,ROptEstOld
skewness,quantileDA,s20x
skewness,quantileDA,saemix
skewness,quantileDA,SciencesPo
skewness,quantileDA,Sim.DiffProc
skewness,quantileDA,timeDate
skewness,quantileDA,TSA
skewness,rapportools,ROptEstOld
skewness,rapportools,s20x
skewness,rapportools,saemix
skewness,rapportools,SciencesPo
skewness,rapportools,Sim.DiffProc
skewness,rapportools,timeDate
skewness,rapportools,TSA
skewness,rapport,rapportools
skewness,rapport,ROptEstOld
skewness,rapport,s20x
skewness,rapport,saemix
skewness,rapport,SciencesPo
skewness,rapport,Sim.DiffProc
skewness,rapport,timeDate
skewness,rapport,TSA
skewness,ROptEstOld,s20x
skewness,ROptEstOld,saemix
skewness,ROptEstOld,SciencesPo
skewness,ROptEstOld,TSA
skewness,s20x,saemix
skewness,s20x,SciencesPo
skewness,s20x,Sim.DiffProc
spread,orderbook,tidyr
spreadout,clinsig,plotrix
spread,SpaDES,tidyr
Spruce,MEMSS,nlme
spseg,seg,spatialkernel
sp,SMCP,spTDyn
sp,SMCP,spTimer
sp,spTDyn,spTimer
spT.check.locations,spTDyn,spTimer
spT.check.sites.inside,spTDyn,spTimer
spT.decay,spTDyn,spTimer
spT.forecast,spTDyn,spTimer
spT.geo_dist,spTDyn,spTimer
spT.geo.dist,spTDyn,spTimer
spT.geodist,spTDyn,spTimer
spT.Gibbs,spTDyn,spTimer
spT.grid.coords,spTDyn,spTimer
spT.hit.false,spTDyn,spTimer
spT.initials,spTDyn,spTimer
spT.keep.morethan.dist,spTDyn,spTimer
spT.MCMC.plot,spTDyn,spTimer
spT.MCMC.stat,spTDyn,spTimer
spT.pCOVER,spTDyn,spTimer
spT.prediction,spTDyn,spTimer
spT.priors,spTDyn,spTimer
spT.segment.plot,spTDyn,spTimer
spT.subset,spTDyn,spTimer
spT.Summary.Stat,spTDyn,spTimer
spT.time,spTDyn,spTimer
spT.validation,spTDyn,spTimer
slice,cmrutils,dplyr
slice,cmrutils,IRISSeismic
slice,cmrutils,lambda.tools
slice,cmrutils,neuroim
slice,cmrutils,optpart
slice,cmrutils,ordinal
slice,cmrutils,phonTools
slice,cmrutils,scidb
slice,cmrutils,synlik
slice,cmrutils,xgboost
slice,dendroextras,dplyr
slice,dendroextras,lambda.tools
slice,dendroextras,optpart
slice,dendroextras,phonTools
slice,dendroextras,scidb
slice,dendroextras,synlik
slice,dplyr,IRISSeismic
slice,dplyr,lambda.tools
slice,dplyr,neuroim
slice,dplyr,optpart
slice,dplyr,ordinal
slice,dplyr,phonTools
slice,dplyr,scidb
slice,dplyr,synlik
slice,dplyr,xgboost
slice,IRISSeismic,lambda.tools
slice,IRISSeismic,optpart
slice,IRISSeismic,phonTools
slice,IRISSeismic,scidb
slice,IRISSeismic,synlik
skewness,HyperbolicDist,timeDate
skewness,HyperbolicDist,TSA
skewness,modeest,moments
skewness,modeest,npde
skewness,modeest,PerformanceAnalytics
skewness,modeest,propagate
skewness,modeest,quantileDA
skewness,modeest,rapport
skewness,modeest,rapportools
skewness,modeest,s20x
skewness,modeest,saemix
skewness,modeest,SciencesPo
skewness,modeest,TSA
skewness,moments,npde
skewness,moments,PerformanceAnalytics
skewness,moments,propagate
skewness,moments,quantileDA
skewness,moments,rapport
skewness,moments,rapportools
skewness,moments,ROptEstOld
skewness,moments,s20x
skewness,moments,saemix
skewness,moments,SciencesPo
skewness,moments,Sim.DiffProc
skewness,moments,timeDate
skewness,moments,TSA
skewness,npde,PerformanceAnalytics
skewness,npde,propagate
skewness,npde,quantileDA
skewness,npde,rapport
standardize,gaston,randomUniformForest
standardize,gaston,robustHD
standardize,gaston,SIS
standardize,MetabolAnalyze,NCmisc
standardize,MetabolAnalyze,randomUniformForest
standardize,MetabolAnalyze,robustHD
standardize,MetabolAnalyze,rockchalk
standardize,MetabolAnalyze,SIS
standardize,NCmisc,randomUniformForest
standardize,NCmisc,robustHD
standardize,NCmisc,rockchalk
standardize,NCmisc,SIS
standardize,randomUniformForest,robustHD
standardize,randomUniformForest,rockchalk
standardize,randomUniformForest,SIS
standardize,robustHD,rockchalk
standardize,robustHD,SIS
standardize,rockchalk,SIS
stan,rstan,stpp
star,astsa,faraway
star,astsa,gclus
star,astsa,gistr
star,astsa,igraph
star,astsa,mlmRev
star,astsa,rsm
star,astsa,tsDyn
star,astsa,varComp
star,faraway,gclus
star,faraway,gistr
star,faraway,igraph
status,nws,packrat
status,packrat,pushoverr
std.coef,MuMIn,sem
stdev,bimixt,fBasics
stdev,bimixt,mlogit
stdev,bimixt,muStat
stdev,bimixt,splus2R
stdev,fBasics,muStat
stdev,fBasics,splus2R
stdev,mlogit,muStat
stdev,mlogit,splus2R
stdev,muStat,splus2R
stdize,ffmanova,MuMIn
stdize,ffmanova,pls
stdize,MuMIn,pls
std,matie,matlab
std,matie,pracma
std,matie,searchable
std,matie,sievetest
std,matie,staTools
std,matlab,pracma
std,matlab,searchable
std,matlab,sievetest
std,matlab,staTools
std,pracma,searchable
std,pracma,sievetest
std,pracma,staTools
std,searchable,sievetest
std,searchable,staTools
std,sievetest,staTools
skew,Rlab,TIMP
skew,semTools,TIMP
skills,ONETr,treeclim
skip,debug,swirl
skip,debug,testthat
skip,swirl,testthat
s.label,ade4,adegraphics
SLambda,GeneralizedHyperbolic,HyperbolicDist
slash,heavy,VGAM
slca,CDM,fishmethods
sleep1,alr3,alr4
sleep,datasets,VIM
SL.glm.interaction,SuperLearner,tmle
slice,aqp,arrayhelpers
slice,aqp,CHNOSZ
slice,aqp,cmrutils
slice,aqp,dplyr
slice,aqp,lambda.tools
slice,aqp,optpart
slice,aqp,phonTools
slice,aqp,scidb
slice,aqp,synlik
slice,arrayhelpers,bbmle
slice,arrayhelpers,CHNOSZ
slice,arrayhelpers,cmrutils
slice,arrayhelpers,dendroextras
slice,arrayhelpers,dplyr
start,crayon,RobAStBase
start,crayon,SpaDES
start,crayon,splusTimeSeries
start,crayon,stats
start,crayon,timeSeries
start,dcmle,geoknife
StartEnd,DataCombine,glrt
start,geoknife,its
start,geoknife,RobAStBase
start,geoknife,SpaDES
start,geoknife,splusTimeSeries
start,geoknife,stats
start,geoknife,timeSeries
startParallel,clustvarsel,GA
star,tsDyn,varComp
startServer,httpuv,R.matlab
startServer,httpuv,RSelenium
startServer,R.matlab,RSelenium
startStop,RcmdrPlugin.coin,RcmdrPlugin.survival
startsWith,gdata,kyotil
startswith,searchable,Xmisc
startupMessage,R.oo,startupmsg
startvalues2,lava,sem
startvalues,lava,sem
stat,dplRCon,mosaic
stat,dplRCon,precintcon
state,dse,tcltk2
stationarity,ccgarch,fractal
station,RPublica,sspline
statistic,coin,MTurkR
smoother,chipPCR,mosaic
smoother,chipPCR,quanteda
smoother,chipPCR,tuneR
smoother,dse,mosaic
smoother,dse,quanteda
smoother,dse,tuneR
smoother,mosaic,quanteda
smoother,mosaic,SWMPr
smoother,mosaic,tuneR
smoother,quanteda,SWMPr
smoother,quanteda,tuneR
smoother,SWMPr,tuneR
smooth,grnn,pnn
smooth,grnn,pROC
smooth,grnn,stats
smoothing,NMF,Stem
smooth,pnn,pROC
smooth,pnn,stats
smoothSpline,analogue,timeSeries
smote,mlr,performanceEstimation
snake,alr3,Rwave
snake,alr4,Rwave
SN,DoE.base,SSDforR
snip,DStree,phonTools
snip,DStree,secr
snip,phonTools,secr
snk,ExpDes,ExpDes.pt
snm,assist,bedr
span,spanel,wasim
span,translateSPSS2R,wasim
S,partitions,qdapRegex
S,partitions,sybil
sp,Blossom,car
sp,Blossom,gvcm.cat
sp,Blossom,hmm.discnp
sp,Blossom,lessR
sp,Blossom,SMCP
sp,Blossom,spTDyn
sp,Blossom,spTimer
spca,adegenet,elasticnet
spca,adegenet,mixOmics
spca,elasticnet,mixOmics
sp,car,gvcm.cat
sp,car,hmm.discnp
sp,car,lessR
sp,car,SMCP
sp,car,spTDyn
sp,car,spTimer
spc,NCmisc,rebus
spc,NCmisc,seasonal
spc,NCmisc,zipfR
spc,rebus,seasonal
spc,rebus,zipfR
spc,seasonal,zipfR
sp.dimname.fnc,spTDyn,spTimer
spearman,CHNOSZ,GeneCycle
spearman,CHNOSZ,Hmisc
spearman,GeneCycle,Hmisc
sliderInput,shiny,shinybootstrap2
slider,manipulate,RcmdrPlugin.TeachingDemos
slider,manipulate,relax
slider,manipulate,TeachingDemos
slider,RcmdrPlugin.TeachingDemos,relax
slider,RcmdrPlugin.TeachingDemos,TeachingDemos
slider,relax,TeachingDemos
slidingWindow,RcppStreams,spider
slim,autopls,flare
slim,autopls,lmeNBBayes
slim,flare,lmeNBBayes
sliwinltr,adehabitat,adehabitatLT
slm,assist,care
slm,assist,SparseM
slm,care,SparseM
s.logo,ade4,adegraphics
slope,BAT,frailtypack
slope,BAT,insol
slope,BAT,SDMTools
slope,BAT,segmented
slope,frailtypack,insol
slope,frailtypack,SDMTools
slope,frailtypack,segmented
slope,insol,SDMTools
slope,insol,segmented
slope,SDMTools,segmented
slp,car,slp
s.madifa,adehabitat,adehabitatHS
SMA,fTrading,TTR
s.match,ade4,adegraphics
stripChart,EnvStats,Hmisc
stripChart,EnvStats,RcmdrPlugin.IPSUR
stripChart,Hmisc,RcmdrPlugin.IPSUR
strip,CHNOSZ,phyext2
strip,CHNOSZ,qdap
strip,CHNOSZ,Xmisc
strip_extension,Kmisc,pathological
strip,phyext2,qdap
strip,phyext2,Xmisc
strip,qdap,Xmisc
strong,htmltools,softclassval
strong,shiny,softclassval
str,relax,rJava
str,relax,timeSeries
str,relax,utils
strReverse,OpenRepGrid,stackoverflow
str_sort,Kmisc,stringr
str_split,Kmisc,stringr
structure.statistics,enaR,sna
st,shapes,spt
Student,heavy,MVT
student,hoa,marg
student,hoa,mediation
student,marg,mediation
students,fastR,HSAUR
students,fastR,HSAUR2
students,fastR,HSAUR3
store,locfit,RMark
stplot,RObsDat,starma
stplot,RObsDat,tseriesChaos
stplot,spacetime,starma
stplot,spacetime,tseriesChaos
stplot,starma,tseriesChaos
straight,compositions,hypergeo
s.traject,ade4,adegraphics
strata,adegenet,drm
strata,adegenet,sampling
strata,adegenet,survival
Strata,DescTools,dynamicGraph
Strata,DescTools,simFrame
strata,drm,sampling
strata,drm,survival
Strata,dynamicGraph,simFrame
strata,sampling,survival
stratified,fifer,SciencesPo
stratified,fifer,splitstackshape
stratified,SciencesPo,splitstackshape
stratify,Hmisc,pedometrics
stratify,Hmisc,simFrame
stratify,Hmisc,spcosa
stratify,pedometrics,simFrame
stratify,pedometrics,spcosa
Strauss,spatial,spatstat
strcmp,matlab,pracma
str_count,stringr,x.ent
str,dcmle,relax
Str,DescTools,dynamicGraph
subsets,algstat,BHH2
subsets,algstat,car
subsets,algstat,CombMSC
subsets,algstat,evd
subsets,algstat,gaselect
subsets,algstat,multic
subsets,algstat,Rfit
subsets,BHH2,car
subsets,BHH2,CombMSC
subsets,BHH2,evd
subsets,BHH2,gaselect
subsets,BHH2,multic
subsets,BHH2,Rfit
subsets,car,CombMSC
subsets,car,evd
subsets,car,gaselect
subsets,car,multic
subsets,car,Rfit
subsets,CombMSC,evd
subsets,CombMSC,gaselect
subsets,CombMSC,multic
subsets,CombMSC,Rfit
subsets,evd,gaselect
subsets,evd,multic
subsets,evd,Rfit
subsets,gaselect,multic
subsets,gaselect,Rfit
subsets,multic,Rfit
subs,haplotypes,lessR
subs,haplotypes,LogicForest
SUM,AssotesteR,ThreeWay
sum,base,Brobdingnag
sum,base,matlab
sum,base,rapportools
sum,Brobdingnag,matlab
sum,Brobdingnag,mosaic
sum,Brobdingnag,rapportools
sumfun,quad,rpsychi
summarise,dplyr,plyr
summarise,dplyr,vcdExtra
summarise,plyr,vcdExtra
summarize,dplyr,Hmisc
summarize,dplyr,multigroup
summarize,dplyr,plyr
summarize,dplyr,rockchalk
summarize,dplyr,Zelig
summarize,Hmisc,multigroup
summarize,Hmisc,plyr
summarize,Hmisc,rockchalk
summarize,Hmisc,Zelig
summarize,multigroup,plyr
summarize,multigroup,rockchalk
summarize,multigroup,Zelig
summarize,plyr,rockchalk
summarize,plyr,Zelig
summarize,rockchalk,Zelig
summary.bma,BAS,BMS
summary.cm,FindMinIC,iRegression
splitdata,MoTBFs,StatMeasures
